iter	RMSE
228	4.73403026
229	4.733319305
230	4.732539738
231	4.731523239
232	4.729441735
233	4.728487991
234	4.72753438
235	4.726770599
236	4.725817517
237	4.725194997
238	4.7245593
239	4.72381519
240	4.722982712
241	4.722176925
242	4.721270262
243	4.720360556
244	4.719367335
245	4.718967108
246	4.717984149
247	4.717048353
248	4.716130088
249	4.715619152
250	4.715062536
251	4.714339854
252	4.713681923
253	4.712830245
254	4.712153373
255	4.711418265
256	4.710602504
257	4.709706649
258	4.709068886
259	4.708271722
260	4.707532403
261	4.707251022
262	4.706768855
263	4.705871699
264	4.705106757
265	4.704296869
266	4.703324745
267	4.702649826
268	4.702048664
269	4.701508038
270	4.700805004
271	4.700122725
272	4.699351754
273	4.6987332
274	4.698033834
275	4.697768422
276	4.697054168
277	4.696340446
278	4.695728316
279	4.69535312
280	4.694911244
281	4.694350341
282	4.693763483
283	4.693340795
284	4.693046924
285	4.692808126
286	4.692069693
287	4.691394783
288	4.690232107
289	4.689732881
290	4.689534919
291	4.688821868
292	4.688112526
293	4.68747953
294	4.686828815
295	4.686125221
296	4.685720236
297	4.685325307
298	4.684041312
299	4.683607997
300	4.683379414
301	4.68270622
302	4.68213644
303	4.681415744
304	4.681140909
305	4.680432665
306	4.679557885
307	4.679127596
308	4.678626876
309	4.67808929
310	4.67731165
311	4.676609463
312	4.675744508
313	4.675314528
314	4.674464025
315	4.673399064
316	4.67290491
317	4.672887554
318	4.672330278
319	4.671865783
320	4.671338903
321	4.670717228
322	4.670162512
323	4.669010978
324	4.668969999
325	4.66782729
326	4.666921886
327	4.666691521
328	4.666169465
329	4.665841586
330	4.665280617
331	4.664701824
332	4.664275721
333	4.663946446
334	4.66327737
335	4.662235266
336	4.661475147
337	4.660323413
338	4.659328688
339	4.658607589
340	4.657950693
341	4.657315099
342	4.656776798
343	4.656054069
344	4.655558112
345	4.654936983
346	4.654396081
347	4.653944191
348	4.653559051
349	4.65306247
350	4.651805613
351	4.651168765
352	4.650546288
353	4.649879719
354	4.649480347
355	4.648846466
356	4.648232852
357	4.64728617
358	4.646785887
359	4.646097565
360	4.645887005
361	4.644948916
362	4.644379243
363	4.643658035
364	4.643466312
365	4.642781211
366	4.641820391
367	4.641344358
368	4.641195959
369	4.640545902
370	4.638940385
371	4.638229815
372	4.637449482
373	4.636911927
374	4.636355861
375	4.635924212
376	4.635410349
377	4.634882076
378	4.634150781
379	4.634107679
380	4.633460834
381	4.632810218
382	4.632432081
383	4.631960317
384	4.63170514
385	4.631181558
386	4.631035281
387	4.630442078
388	4.629726982
389	4.629227864
390	4.628738619
391	4.628597571
392	4.627836398
393	4.627194483
394	4.626918572
395	4.626193575
396	4.625245121
397	4.624621143
398	4.624044441
399	4.623086298
400	4.622590682
401	4.622047172
402	4.621341957
403	4.621014996
404	4.62035759
405	4.619963673
406	4.619429891
407	4.61941474
408	4.618523857
409	4.618076187
410	4.617346102
411	4.616693904
412	4.616434452
413	4.615537325
414	4.61492213
415	4.614256273
416	4.613574556
417	4.613172248
418	4.612683483
419	4.611181398
420	4.610572714
421	4.610335929
422	4.609940315
423	4.609200051
424	4.608420411
425	4.607917179
426	4.607584033
427	4.607328905
428	4.607302316
429	4.606734624
430	4.605832939
431	4.605315038
432	4.604703269
433	4.604162616
434	4.603458117
435	4.603433858
436	4.602552903
437	4.60210083
438	4.601690036
439	4.60087009
440	4.600266468
441	4.599766449
442	4.599029762
443	4.59864042
444	4.598160899
445	4.5976411
446	4.597130063
447	4.596844914
448	4.596276886
449	4.595659866
450	4.595019556
451	4.594611438
452	4.594241361
453	4.593856764
454	4.593847129
455	4.593541086
456	4.592919342
457	4.592538043
458	4.592110891
459	4.591526825
460	4.590882786
461	4.590590043
462	4.589875257
463	4.589324229
464	4.588883472
465	4.588658279
466	4.58779805
467	4.587746389
468	4.587374882
469	4.586841778
470	4.586061635
471	4.585550865
472	4.584736562
473	4.584498595
474	4.583910888
475	4.583273464
476	4.582766437
477	4.582128254
478	4.581673909
479	4.581255632
480	4.580513566
481	4.579972399
482	4.579293431
483	4.578671046
484	4.578228784
485	4.577581447
486	4.577016117
487	4.576503382
488	4.575904998
489	4.575494381
490	4.574845044
491	4.574414153
492	4.573805066
493	4.57294134
494	4.572277335
495	4.571410327
496	4.570683683
497	4.570242001
498	4.569589775
499	4.569545653
500	4.568778393
501	4.567932025
502	4.567497134
503	4.566924153
504	4.566393372
505	4.565928369
506	4.565518019
507	4.565161128
508	4.564574503
509	4.564223364
510	4.563308955
511	4.563006727
512	4.562791957
513	4.562325306
514	4.561691694
515	4.561118593
516	4.56087024
517	4.560836297
518	4.560392271
519	4.559761721
520	4.55952277
521	4.559407406
522	4.5590474
523	4.558802675
524	4.558160103
525	4.557682905
526	4.557095801
527	4.55635688
528	4.555972287
529	4.555234106
530	4.554967804
531	4.554585762
532	4.55403148
533	4.553682662
534	4.553056853
535	4.552383
536	4.552035953
537	4.551590815
538	4.551007575
539	4.550766852
540	4.55026164
541	4.549609258
542	4.549028595
543	4.54851942
544	4.548077104
545	4.547521017
546	4.547221553
547	4.546977834
548	4.546262467
549	4.546196849
