iter	RMSE	Poisson
139	10.10052062	-14.6893886
140	10.09960137	-14.69056752
141	10.0987036	-14.69162425
142	10.09784196	-14.69259237
143	10.09699075	-14.69361036
144	10.09614084	-14.69497089
145	10.09534132	-14.6959838
146	10.09457207	-14.69679374
147	10.09382474	-14.69762619
148	10.09308386	-14.698494
149	10.09237197	-14.69944319
150	10.09166902	-14.70050862
151	10.09098293	-14.70152269
152	10.09032771	-14.7023554
153	10.08966769	-14.70328866
154	10.08902634	-14.70431609
155	10.08840844	-14.70529807
156	10.08779668	-14.70640055
157	10.08722765	-14.70721054
158	10.08666588	-14.70797229
159	10.08613414	-14.70863501
160	10.08559419	-14.70952742
161	10.08505884	-14.71044168
162	10.08455895	-14.71114586
163	10.08407294	-14.71181065
164	10.08359487	-14.71243504
165	10.08314089	-14.7130922
166	10.08268631	-14.7139271
167	10.08223927	-14.71466952
168	10.08181332	-14.71534116
169	10.08139298	-14.71608743
170	10.0809606	-14.71710197
171	10.08056847	-14.71774884
172	10.08017291	-14.71836365
173	10.07979742	-14.71903945
174	10.07943162	-14.71973322
175	10.07907986	-14.72022991
176	10.07874131	-14.72075565
177	10.07840684	-14.72136964
178	10.07808274	-14.72190932
179	10.07773272	-14.72290382
180	10.0774154	-14.7235301
181	10.07711858	-14.72397184
182	10.07681813	-14.72452152
183	10.07651407	-14.72521795
184	10.07622841	-14.72577449
185	10.07595262	-14.72636773
186	10.07568201	-14.72697721
187	10.07543592	-14.72732602
188	10.07518731	-14.7277315
189	10.07492846	-14.72834318
190	10.07467926	-14.72892639
191	10.07442876	-14.72950315
192	10.07419392	-14.73009207
193	10.07395949	-14.7306829
194	10.0737284	-14.73133752
195	10.07351615	-14.73169755
196	10.07329771	-14.73233386
197	10.07309863	-14.73275572
198	10.07289982	-14.73314189
199	10.07270966	-14.73356858
200	10.07251919	-14.73403818
201	10.07232784	-14.73453761
202	10.0721298	-14.73515005
203	10.0719609	-14.73546905
204	10.07177951	-14.73606983
205	10.07161287	-14.73648436
206	10.07144742	-14.73691449
207	10.07128355	-14.73737501
208	10.07111816	-14.73786158
209	10.07097345	-14.73816566
210	10.0707983	-14.73892481
211	10.07065295	-14.73940504
212	10.07050828	-14.73977753
213	10.07035316	-14.74021452
214	10.07021579	-14.74060772
215	10.07006306	-14.74121632
216	10.0699308	-14.74159899
217	10.06980221	-14.74202327
218	10.06966631	-14.74259835
219	10.06952938	-14.74310891
220	10.06942208	-14.74334205
221	10.06930581	-14.74366808
222	10.06917375	-14.74414075
223	10.0690541	-14.74455295
224	10.06893238	-14.7450561
225	10.06881888	-14.74550293
226	10.06870476	-14.74596087
227	10.06860028	-14.74625684
228	10.06850008	-14.74651328
229	10.0683845	-14.74709131
230	10.06827666	-14.74750342
231	10.06818131	-14.747792
232	10.06808373	-14.74812872
233	10.06797589	-14.74873617
234	10.06787877	-14.74913903
235	10.06777811	-14.74970888
236	10.06769264	-14.74997144
237	10.06759243	-14.75041544
238	10.06749708	-14.75086598
239	10.06740247	-14.75129225
240	10.06730351	-14.75176954
241	10.06721431	-14.75218094
242	10.06712677	-14.75265991
243	10.067046	-14.75297265
244	10.06695883	-14.75348264
245	10.06688207	-14.75382436
246	10.06681298	-14.75408747
247	10.06675266	-14.75423315
248	10.06666116	-14.75483825
249	10.06657778	-14.75528741
250	10.06650137	-14.75558812
251	10.06643727	-14.75584682
252	10.06637793	-14.75606713
253	10.066317	-14.75633104
254	10.06625593	-14.75664343
255	10.06619493	-14.75694552
256	10.06612163	-14.75739466
257	10.06604387	-14.75781216
258	10.06598123	-14.758144
259	10.06591438	-14.7585375
260	10.0658541	-14.75893565
261	10.06578988	-14.75931682
262	10.06572867	-14.75961834
263	10.06567982	-14.75982834
264	10.06562673	-14.76003939
265	10.06558021	-14.76025325
266	10.06550811	-14.76079783
267	10.06546332	-14.76094631
268	10.06538994	-14.76139659
269	10.06533709	-14.76171376
270	10.06529019	-14.76191061
271	10.06523637	-14.76225765
272	10.0651833	-14.76258102
273	10.06513537	-14.76284457
274	10.06508391	-14.76316769
275	10.06502402	-14.76357499
276	10.06498446	-14.76371765
277	10.06492933	-14.76410808
278	10.06487877	-14.76440184
279	10.06483201	-14.76468642
280	10.06477323	-14.76503963
281	10.0647281	-14.76526492
282	10.06467693	-14.76561302
283	10.06461717	-14.76609875
284	10.06457264	-14.76634533
285	10.06454001	-14.76650112
286	10.06449605	-14.76677267
287	10.06444206	-14.76720111
288	10.06440135	-14.76741928
289	10.06435799	-14.76772491
290	10.06431325	-14.76798943
291	10.06427221	-14.7682158
292	10.06422998	-14.76849186
293	10.06418513	-14.76880263
294	10.06415408	-14.76896781
295	10.06411137	-14.76928313
296	10.06407183	-14.76951204
297	10.06401647	-14.76990275
298	10.06398285	-14.77012061
299	10.06395456	-14.77025123
300	10.06392141	-14.77046423
301	10.0638881	-14.77068927
302	10.06385358	-14.7709201
303	10.06381229	-14.77125404
304	10.06378051	-14.77147245
305	10.06372222	-14.77194613
306	10.06368153	-14.77225482
307	10.06362836	-14.77269481
308	10.0635843	-14.77306625
309	10.06354804	-14.77333001
310	10.063513	-14.77360279
311	10.06348129	-14.77379335
312	10.06345432	-14.773921
313	10.06341352	-14.77425782
314	10.06338367	-14.77444983
315	10.06335237	-14.77467202
316	10.06332038	-14.77488066
317	10.06328335	-14.77518327
318	10.06323731	-14.77554238
319	10.06319776	-14.775857
320	10.06316646	-14.77609519
321	10.06313134	-14.77635606
322	10.06309485	-14.77665071
323	10.06306727	-14.77686671
324	10.06302319	-14.77714821
325	10.06298663	-14.77746095
326	10.06295167	-14.77776146
327	10.06292015	-14.77796092
328	10.06287944	-14.77823388
329	10.06285008	-14.77846733
330	10.06281352	-14.77874919
331	10.06279108	-14.77889191
332	10.06276661	-14.77902817
333	10.06274574	-14.77911707
334	10.06271813	-14.77936601
335	10.0626902	-14.77960533
336	10.0626596	-14.7798411
337	10.06262138	-14.78011796
338	10.06259669	-14.78027508
339	10.06256723	-14.78048541
340	10.06253648	-14.78072941
341	10.06251167	-14.78093161
342	10.06248374	-14.78113013
343	10.0624547	-14.78136742
344	10.06242179	-14.78165393
345	10.06238894	-14.78190786
346	10.06234973	-14.78226679
347	10.06232702	-14.78243285
348	10.0623009	-14.78263584
349	10.06227546	-14.78281331
350	10.06224296	-14.78311295
351	10.06221545	-14.7833241
352	10.06217122	-14.78366266
353	10.06214673	-14.7838275
354	10.06212221	-14.78401951
355	10.06209151	-14.78427634
356	10.06205537	-14.7846279
357	10.0620294	-14.78483004
358	10.06200654	-14.7849906
359	10.06197492	-14.78530416
360	10.06194428	-14.78559161
361	10.06190852	-14.7859223
362	10.06186559	-14.78636201
363	10.0618317	-14.78669927
364	10.06179358	-14.78704939
365	10.06176459	-14.78731091
366	10.06173149	-14.78763429
367	10.06170388	-14.78785371
368	10.06167238	-14.78810963
369	10.0616459	-14.7882878
370	10.06161113	-14.78858991
371	10.06158239	-14.78881333
372	10.06154599	-14.78907497
373	10.0615134	-14.78936191
374	10.06148794	-14.78960683
375	10.0614604	-14.78980721
376	10.06143441	-14.79003621
377	10.06140287	-14.79025765
378	10.06136984	-14.79055626
379	10.06133646	-14.79084376
380	10.06131249	-14.79105667
381	10.06128393	-14.79128512
382	10.06125429	-14.79149768
383	10.06123364	-14.79165672
384	10.0612089	-14.79189058
385	10.06117793	-14.79214245
386	10.06113993	-14.79243999
387	10.06110535	-14.79269741
388	10.06108024	-14.7928805
389	10.0610545	-14.79307022
390	10.06103164	-14.79324286
391	10.06100119	-14.79350445
392	10.060975	-14.79369561
393	10.06095099	-14.7938515
394	10.06092808	-14.79401483
395	10.06090037	-14.7942716
396	10.06086966	-14.79458466
397	10.06084932	-14.79475992
398	10.06082188	-14.79497558
399	10.0608	-14.79519304
400	10.06077427	-14.79540504
401	10.06075381	-14.79558601
402	10.06072294	-14.79577533
403	10.06069232	-14.79607031
404	10.06066166	-14.79630238
405	10.06063838	-14.79650395
406	10.06060581	-14.79680575
407	10.06058247	-14.79700328
408	10.06055427	-14.79725836
409	10.06053155	-14.79742739
410	10.0605082	-14.79760301
411	10.06048184	-14.79779572
412	10.06045694	-14.79800971
413	10.0604316	-14.7982519
414	10.06040562	-14.79844426
415	10.06038274	-14.79863257
416	10.06035208	-14.79891641
417	10.06031435	-14.79928832
418	10.06027865	-14.79963123
419	10.06025545	-14.79983861
420	10.06023026	-14.80003192
421	10.06020767	-14.80022283
422	10.06017728	-14.80047711
423	10.06014886	-14.80071103
424	10.06012525	-14.80090613
425	10.06010037	-14.80110767
426	10.06007502	-14.8013569
427	10.06005365	-14.80153096
428	10.06002431	-14.80179204
429	10.06000453	-14.8019306
430	10.05998844	-14.80209902
431	10.05996421	-14.80228704
432	10.05994468	-14.8024444
433	10.05992227	-14.80260513
434	10.05989741	-14.80281357
435	10.0598725	-14.80302451
436	10.05984873	-14.80321911
437	10.05982634	-14.80339753
438	10.05980614	-14.80357092
439	10.05977253	-14.80389441
440	10.05975002	-14.80405644
441	10.05972026	-14.80425843
442	10.05969205	-14.80453846
443	10.05967628	-14.80468442
444	10.05965632	-14.80484156
445	10.05962647	-14.80511232
446	10.05959378	-14.80544413
447	10.05957361	-14.80562291
448	10.05954463	-14.80592146
449	10.0595211	-14.80615233
450	10.05949725	-14.80632891
451	10.05948067	-14.80645217
452	10.05945742	-14.80663641
453	10.05943724	-14.80680281
454	10.05940542	-14.80710926
455	10.05938122	-14.80735195
456	10.05934996	-14.80761653
457	10.05932231	-14.80785435
458	10.05930173	-14.80800548
459	10.05927588	-14.80821392
460	10.05925281	-14.80839887
461	10.05922896	-14.80859555
462	10.05921124	-14.80873581
463	10.05919138	-14.80891693
464	10.05916939	-14.80907421
465	10.05914275	-14.80931637
466	10.05912122	-14.80951862
467	10.05909867	-14.80973344
468	10.05907228	-14.80995606
469	10.05905053	-14.81015298
470	10.05903427	-14.81026401
471	10.05901803	-14.81037954
472	10.05899782	-14.81056949
473	10.05897429	-14.81078887
474	10.05895623	-14.81092006
475	10.05893738	-14.81108243
476	10.05891478	-14.81128372
477	10.05889288	-14.81145847
478	10.05887061	-14.81165293
479	10.05885153	-14.81181737
480	10.058835	-14.81193355
481	10.0588075	-14.81218819
482	10.05878907	-14.81236241
483	10.05876447	-14.81259621
484	10.0587443	-14.81274878
485	10.0587213	-14.8129578
486	10.05869936	-14.8131394
487	10.05866701	-14.81348176
488	10.05863885	-14.81375386
489	10.0586152	-14.81393861
490	10.05859311	-14.81412853
491	10.05856669	-14.81436422
492	10.05854283	-14.81461203
493	10.05851383	-14.81484539
494	10.05849197	-14.81505997
495	10.05846935	-14.81530438
496	10.05845036	-14.81547704
497	10.05842666	-14.81569172
498	10.05840192	-14.81591769
499	10.05838214	-14.81605986
500	10.05835717	-14.81625878
501	10.05834556	-14.81629895
502	10.05832816	-14.81644258
503	10.05830568	-14.81668215
504	10.05828466	-14.81688467
505	10.05826664	-14.81703952
506	10.05824631	-14.81718824
507	10.05822975	-14.81732042
508	10.05821452	-14.81741226
509	10.05819753	-14.81754088
510	10.05817643	-14.81772725
511	10.05815637	-14.81790848
512	10.05814183	-14.8180366
513	10.05812515	-14.81819676
514	10.05810187	-14.81843062
515	10.05808614	-14.81853877
516	10.05806975	-14.81869375
517	10.05804789	-14.81888677
518	10.05802753	-14.81909042
519	10.05800447	-14.81930865
520	10.0579893	-14.81945875
521	10.05796809	-14.81960793
522	10.05795144	-14.8197553
523	10.05793261	-14.8199059
524	10.05791247	-14.82010179
525	10.0578936	-14.82024698
526	10.057876	-14.8204017
527	10.05785493	-14.82058284
528	10.05784061	-14.82073651
529	10.05783121	-14.8207742
530	10.05781018	-14.82096044
531	10.05778411	-14.82119275
532	10.05775805	-14.82141525
533	10.05773932	-14.82155169
534	10.05772178	-14.82171255
535	10.05769828	-14.82198526
536	10.05767501	-14.82223179
537	10.05765818	-14.82237311
538	10.05764001	-14.82250923
539	10.0576256	-14.82261874
540	10.05760917	-14.82276612
541	10.05759257	-14.82289219
542	10.057559	-14.82322737
543	10.05754261	-14.82336872
544	10.05752669	-14.82348947
545	10.05750099	-14.82371292
546	10.05747946	-14.82390107
547	10.05746165	-14.82404279
548	10.05743831	-14.82424795
549	10.05742592	-14.82434739
550	10.05741111	-14.82448303
551	10.0573962	-14.82460727
552	10.05737838	-14.82473548
553	10.05736099	-14.82488802
554	10.0573401	-14.82510529
555	10.05732461	-14.82523895
556	10.05730354	-14.82543674
557	10.05728453	-14.82562356
558	10.05726696	-14.82575532
559	10.05724725	-14.8259306
560	10.05722789	-14.82608908
561	10.05721325	-14.82620573
562	10.05718499	-14.82650552
563	10.05716779	-14.82666355
564	10.05714691	-14.82683449
565	10.05712647	-14.82702558
566	10.05710916	-14.82714414
567	10.05709226	-14.82729833
568	10.0570786	-14.82740387
569	10.05706025	-14.82756324
570	10.05704083	-14.82772752
571	10.05703207	-14.82776204
572	10.05701539	-14.82793362
573	10.05699712	-14.82808396
574	10.05697737	-14.82824222
575	10.05695951	-14.82839474
576	10.05694669	-14.82851215
577	10.05693476	-14.82861082
578	10.05691955	-14.82874832
579	10.056899	-14.82895653
580	10.05688292	-14.82908709
581	10.05687098	-14.82916587
582	10.056848	-14.82939076
583	10.05683474	-14.82950393
584	10.05681401	-14.82973484
585	10.05679198	-14.82999495
586	10.05677468	-14.83018523
587	10.05675792	-14.83032957
588	10.05673923	-14.83049186
589	10.05672141	-14.83064553
590	10.05669842	-14.83083368
591	10.05668617	-14.83093815
592	10.05667238	-14.83105003
593	10.05665753	-14.83120921
594	10.05663891	-14.83133493
595	10.05662492	-14.83144629
596	10.05660743	-14.83161553
597	10.05658976	-14.83179458
598	10.05657732	-14.83190111
599	10.05656502	-14.83197683
600	10.05655188	-14.83208285
601	10.05652803	-14.83229235
602	10.05650189	-14.83256912
603	10.05648642	-14.8326775
604	10.05647882	-14.83270194
605	10.05646702	-14.83277993
606	10.05645117	-14.83290231
607	10.05643491	-14.83302121
608	10.05641752	-14.83315101
609	10.05640446	-14.83325373
610	10.05638499	-14.83342922
611	10.05636942	-14.8335564
612	10.05635473	-14.83366783
613	10.05633898	-14.83381524
614	10.0563223	-14.83397056
615	10.05630854	-14.83408304
616	10.05629308	-14.83423501
617	10.05627267	-14.83442872
618	10.05625797	-14.83452859
619	10.05624306	-14.83466075
620	10.05622511	-14.83482645
621	10.05621324	-14.8349063
622	10.05619606	-14.83505898
623	10.05618054	-14.83519844
624	10.05616438	-14.83534006
625	10.05614737	-14.8354865
626	10.05612165	-14.83575092
627	10.05610003	-14.83593443
628	10.05608419	-14.83606631
629	10.05606866	-14.83619601
630	10.05604683	-14.83641832
631	10.05603191	-14.83653778
632	10.05601111	-14.83672092
633	10.05599693	-14.83685672
634	10.0559727	-14.83709599
635	10.05596589	-14.83711167
636	10.05594979	-14.83724764
637	10.05593761	-14.83734262
638	10.0559202	-14.83752168
639	10.05590057	-14.83772062
640	10.0558813	-14.83791584
641	10.05586792	-14.83803964
642	10.05585458	-14.83818959
643	10.05583929	-14.83831517
644	10.05582804	-14.83840885
645	10.05580377	-14.83865773
646	10.0557867	-14.83883678
647	10.05577358	-14.83894257
648	10.05575942	-14.83906784
649	10.0557391	-14.83925725
650	10.05572391	-14.83939967
651	10.05570536	-14.83958552
652	10.05568957	-14.83970422
653	10.05567714	-14.83983894
654	10.05566157	-14.83997879
655	10.0556494	-14.84008412
656	10.05563968	-14.84014595
657	10.05562297	-14.84032893
658	10.05560457	-14.84051525
659	10.05559199	-14.84061988
660	10.05557746	-14.84076595
661	10.0555565	-14.84100367
662	10.05554314	-14.84110819
663	10.05551955	-14.84132114
664	10.05550172	-14.84149772
665	10.05548918	-14.84161049
666	10.05547462	-14.84171128
667	10.05546282	-14.84183407
668	10.05545295	-14.84190489
669	10.05543792	-14.84205724
670	10.05542515	-14.84214931
671	10.05541217	-14.84227095
672	10.0553943	-14.84245259
673	10.05538072	-14.84255585
674	10.05536913	-14.84265173
675	10.05535011	-14.84281454
676	10.05532668	-14.84305011
677	10.05530678	-14.84323604
678	10.0552949	-14.84329652
679	10.05528063	-14.84342676
680	10.0552668	-14.84358252
681	10.05524987	-14.8437451
682	10.0552363	-14.84384785
683	10.05521654	-14.84407383
684	10.05520146	-14.84419968
685	10.0551909	-14.84427299
686	10.05517863	-14.84440203
687	10.05516482	-14.84453416
688	10.05514827	-14.84469855
689	10.05514202	-14.84471165
690	10.0551251	-14.84485923
691	10.05511117	-14.84497118
692	10.05509525	-14.84513563
693	10.05508367	-14.84523458
694	10.05507328	-14.84530917
695	10.05506148	-14.845434
696	10.05504571	-14.84555831
697	10.05503334	-14.84565134
698	10.05501771	-14.84575438
699	10.05499424	-14.8460055
700	10.05497914	-14.8461551
701	10.05497172	-14.84619181
702	10.05495767	-14.84631826
703	10.05494625	-14.84640876
704	10.05494007	-14.84642596
705	10.05492485	-14.84658213
706	10.05491215	-14.84670026
707	10.05490657	-14.84671062
708	10.05489039	-14.84686838
709	10.05488134	-14.84693014
710	10.05486516	-14.84706563
711	10.05484801	-14.84721055
712	10.054841	-14.84723674
713	10.0548309	-14.84730934
714	10.05481724	-14.84742295
715	10.05479708	-14.84760368
716	10.05479173	-14.84761459
717	10.0547727	-14.84779303
718	10.05475867	-14.84789168
719	10.05475355	-14.84789963
720	10.05474439	-14.84796005
721	10.05473765	-14.84799078
722	10.05472775	-14.84808056
723	10.05471318	-14.84820741
724	10.05470103	-14.84834207
725	10.05468881	-14.84845163
726	10.05467843	-14.84855424
727	10.05465953	-14.84875434
728	10.05464632	-14.84889448
729	10.05463737	-14.84896724
730	10.05461947	-14.84916039
731	10.05461116	-14.84923686
732	10.05460606	-14.84924745
733	10.05459393	-14.84934268
734	10.05457901	-14.849481
735	10.05455612	-14.84971574
736	10.05455113	-14.84972432
737	10.05453534	-14.84987028
738	10.05453041	-14.84987892
739	10.05452574	-14.84988558
740	10.05451334	-14.85002026
741	10.05450028	-14.85015393
742	10.05447846	-14.85037512
743	10.0544733	-14.85038796
744	10.05445787	-14.8505166
745	10.05444361	-14.85065311
746	10.05442886	-14.8507916
747	10.05441746	-14.85090726
748	10.05440551	-14.85102711
749	10.0544004	-14.85103913
750	10.05438616	-14.85118157
751	10.05438154	-14.85118766
752	10.05436946	-14.85130187
753	10.05435693	-14.85146603
754	10.05434375	-14.85161463
755	10.05432754	-14.85177119
756	10.05431644	-14.85187708
757	10.05430252	-14.8520028
758	10.05428143	-14.85221149
759	10.0542691	-14.85231851
760	10.05426105	-14.8523834
761	10.05424926	-14.85252478
762	10.05423682	-14.85264037
763	10.05422397	-14.85275522
764	10.05420835	-14.85288606
765	10.05419685	-14.85298968
766	10.05418812	-14.85306108
767	10.0541738	-14.85322065
768	10.05415961	-14.8533358
769	10.05413345	-14.85363705
770	10.05411639	-14.85380005
771	10.05410457	-14.85389541
772	10.0540893	-14.85404517
773	10.05407104	-14.85422517
774	10.05405933	-14.85432907
775	10.05404479	-14.85447007
776	10.05403129	-14.85459927
777	10.05401861	-14.85470832
778	10.05400735	-14.85481475
779	10.05400228	-14.8548203
780	10.05398835	-14.85495186
781	10.05397372	-14.85509222
782	10.05395891	-14.85523437
783	10.05395387	-14.85524102
784	10.05394285	-14.85532434
785	10.05392735	-14.8554563
786	10.05392244	-14.85546346
787	10.05390861	-14.855636
788	10.05389834	-14.85572353
789	10.05388603	-14.85582756
790	10.05387494	-14.85593336
791	10.05386076	-14.85610471
792	10.05384729	-14.85622192
793	10.05383225	-14.85636038
794	10.05382119	-14.85644514
795	10.05381014	-14.85652575
796	10.0538002	-14.85661313
797	10.05378629	-14.85674542
798	10.05377236	-14.8568877
799	10.05375788	-14.85703125
800	10.05374574	-14.85711877
801	10.05373353	-14.85727527
802	10.0537219	-14.85742601
803	10.05370861	-14.85757349
804	10.05369597	-14.85769845
805	10.05368494	-14.85778706
806	10.05368018	-14.85779141
807	10.053665	-14.85793881
808	10.05365216	-14.85806254
809	10.05363207	-14.85825767
810	10.05362244	-14.85833745
811	10.05360993	-14.85842817
812	10.05359541	-14.85856619
813	10.05358372	-14.8586805
814	10.0535698	-14.85881642
815	10.05355475	-14.85893856
816	10.05353535	-14.85912257
817	10.05352048	-14.85924106
818	10.05350816	-14.85934327
819	10.05349705	-14.85942391
820	10.05348231	-14.85954694
821	10.0534726	-14.85962849
822	10.05345967	-14.85973337
823	10.05344775	-14.85983238
824	10.05343461	-14.85996035
825	10.05342212	-14.86007863
826	10.05341168	-14.86017623
827	10.05340356	-14.86023849
828	10.05339033	-14.86033762
829	10.05337633	-14.86045243
830	10.05336419	-14.86055637
831	10.05335226	-14.86067695
832	10.0533317	-14.86086742
833	10.05332079	-14.86096484
834	10.05330762	-14.86110536
835	10.05329118	-14.86125786
836	10.05328622	-14.86126498
837	10.05327467	-14.8613715
838	10.05326399	-14.86147007
839	10.05325451	-14.8615371
840	10.05324178	-14.86165335
841	10.05322849	-14.86177964
842	10.05321426	-14.86192462
843	10.05320309	-14.86203356
844	10.05319335	-14.86211401
845	10.05318012	-14.86224602
846	10.05316807	-14.86236006
847	10.05315794	-14.86247522
848	10.05314011	-14.86263277
849	10.05312977	-14.86270203
850	10.05311666	-14.86284918
851	10.05310482	-14.862943
852	10.05309297	-14.8630374
853	10.05308286	-14.8631057
854	10.05306268	-14.86332304
855	10.05305155	-14.86342789
856	10.05303812	-14.86354314
857	10.05302607	-14.86366009
858	10.05301533	-14.86375748
859	10.05300664	-14.86383484
860	10.05298948	-14.86400647
861	10.05298002	-14.86409451
862	10.05297091	-14.86416315
863	10.05296118	-14.86423632
864	10.05295052	-14.86434686
865	10.0529391	-14.86445858
866	10.05292733	-14.86456717
867	10.05291087	-14.86470665
868	10.05289834	-14.864847
869	10.05288822	-14.86491845
870	10.05287195	-14.8651151
871	10.05285685	-14.86525023
872	10.05284382	-14.86536592
873	10.05283147	-14.86548707
874	10.05281987	-14.86557672
875	10.05281208	-14.86564083
876	10.05279882	-14.86575234
877	10.05278862	-14.86583326
878	10.05276947	-14.86600467
879	10.05275614	-14.86615179
880	10.05274195	-14.86630783
881	10.05273242	-14.86640196
882	10.0527226	-14.86649403
883	10.0527096	-14.86661711
884	10.05269531	-14.8667461
885	10.05268293	-14.86686698
886	10.05267236	-14.86695755
887	10.05266145	-14.86705821
888	10.05264847	-14.86717077
889	10.0526366	-14.86728809
890	10.05262845	-14.86733997
891	10.05261878	-14.86741622
892	10.05260516	-14.86752751
893	10.05259611	-14.86758112
894	10.05258369	-14.86770632
895	10.05257191	-14.86781474
896	10.05254949	-14.86808457
897	10.05253994	-14.86817252
898	10.05252898	-14.86828632
899	10.05251694	-14.86839111
900	10.05250629	-14.86849238
901	10.05249231	-14.86860735
902	10.05248148	-14.8687002
903	10.05246925	-14.86881401
904	10.05245947	-14.868898
905	10.05244274	-14.86906665
906	10.05242876	-14.86918048
907	10.05240981	-14.86940111
908	10.05239674	-14.86950014
909	10.05238538	-14.86958265
910	10.05237749	-14.86964211
911	10.05236321	-14.86976623
912	10.05234967	-14.86989986
913	10.05234024	-14.86997252
914	10.05233148	-14.87004163
915	10.0523214	-14.87012933
916	10.05231281	-14.87020475
917	10.05230069	-14.87031042
918	10.05228826	-14.87043172
919	10.05227582	-14.87053771
920	10.05226605	-14.87061479
921	10.05225395	-14.87071574
922	10.05224313	-14.87080707
923	10.05223149	-14.87092565
924	10.05222312	-14.87098076
925	10.05221461	-14.87104348
926	10.05220303	-14.87113829
927	10.05219369	-14.87121957
928	10.05218546	-14.87128605
929	10.05217364	-14.87141125
930	10.05216432	-14.87148954
931	10.05215657	-14.87155444
932	10.0521453	-14.87169489
