iter	Passed	Remaining
347	50103	93871
348	50250	93734
349	50416	93630
350	50561	93488
351	50695	93325
352	50830	93165
353	50972	93017
354	51106	92856
355	51242	92697
356	51369	92522
357	51553	92450
358	51694	92301
359	51837	92156
360	51978	92007
361	52126	91870
362	52261	91709
363	52428	91605
364	52595	91501
365	52751	91378
366	52892	91228
367	53029	91071
368	53160	90905
369	53306	90765
370	53437	90598
371	53569	90434
372	53746	90345
373	53867	90163
374	54016	90027
375	54158	89880
376	54300	89732
377	54431	89567
378	54583	89436
379	54757	89340
380	54900	89194
381	55040	89044
382	55174	88884
383	55304	88717
384	55452	88579
385	55577	88405
386	55724	88266
387	55900	88173
388	56046	88031
389	56186	87881
390	56336	87746
391	56473	87591
392	56613	87441
393	56745	87278
394	56913	87171
395	57074	87052
396	57213	86901
397	57359	86759
398	57500	86610
399	57639	86459
400	57762	86283
401	57912	86148
402	58249	86290
403	58414	86175
404	58590	86077
405	58772	85987
406	58944	85882
407	59093	85744
408	59280	85660
409	59417	85502
410	59554	85346
411	59693	85194
412	59848	85063
413	59992	84917
414	60148	84787
415	60318	84677
416	60479	84555
417	60646	84441
418	60778	84278
419	60931	84143
420	61067	83985
421	61209	83836
422	61364	83704
423	61548	83613
424	61687	83459
425	61827	83307
426	61993	83189
427	62103	82997
428	62248	82853
429	62394	82709
430	62569	82603
431	62724	82471
432	62848	82298
433	62985	82142
434	63135	82003
435	63297	81879
436	63433	81723
437	63566	81562
438	63754	81472
439	63904	81333
440	64040	81176
441	64172	81013
442	64315	80866
443	64439	80694
444	64580	80543
445	64758	80439
446	64922	80317
447	65045	80145
448	65190	79999
449	65325	79841
450	65467	79693
451	65612	79547
452	65749	79392
453	65921	79279
454	66034	79096
455	66164	78932
456	66316	78795
457	66481	78674
458	66620	78522
459	66798	78415
460	67002	78339
461	67140	78185
462	67268	78020
463	67409	77869
464	67550	77719
465	67692	77570
466	67840	77428
467	68021	77323
468	68183	77197
469	68330	77054
470	68465	76896
471	68586	76723
472	68729	76576
473	68889	76446
474	69030	76296
475	69207	76186
476	69357	76045
477	69502	75900
478	69637	75743
479	69768	75582
480	69898	75420
481	70045	75276
482	70236	75180
483	70377	75030
484	70520	74882
485	70652	74722
486	70790	74569
487	70923	74411
488	71062	74259
489	71214	74121
490	71416	74034
491	71547	73874
492	71688	73724
493	71832	73577
494	71994	73448
495	72138	73302
496	72268	73141
497	72470	73052
498	72618	72910
499	72766	72766
500	72911	72620
501	73050	72468
502	73198	72325
503	73339	72175
504	73524	72068
505	73652	71905
506	73791	71754
507	73928	71600
508	74064	71445
509	74207	71297
510	74352	71151
511	74492	71000
512	74677	70893
513	74826	70750
514	74976	70608
515	75108	70450
516	75236	70288
517	75379	70140
518	75527	69997
519	75713	69889
520	75856	69741
521	75993	69588
522	76136	69440
523	76277	69290
524	76410	69133
525	76543	68976
526	76694	68835
527	76887	68732
528	77026	68580
529	77156	68421
530	77294	68269
531	77415	68102
532	77540	67939
533	77683	67791
534	77868	67680
535	78024	67543
536	78179	67405
537	78328	67263
538	78468	67113
539	78607	66962
540	78755	66818
541	78911	66681
542	79092	66566
543	79241	66423
544	79376	66268
545	79509	66112
546	79639	65953
547	79798	65819
548	79947	65676
549	80130	65561
550	80268	65409
551	80413	65263
552	80556	65115
553	80695	64964
554	80843	64820
555	81021	64700
556	81213	64591
557	81358	64444
558	81512	64305
559	81641	64147
560	81779	63995
561	81914	63840
562	82063	63697
563	82231	63568
564	82435	63467
565	82606	63341
566	82749	63193
567	82905	63054
568	83033	62895
569	83165	62738
570	83324	62603
571	83526	62499
572	83659	62342
573	83812	62202
574	83954	62053
575	84114	61917
576	84254	61767
577	84393	61615
578	84579	61498
579	84718	61347
580	84851	61192
581	84991	61042
582	85137	60896
583	85266	60737
584	85399	60582
585	85550	60440
586	85730	60317
587	85872	60168
588	86009	60016
589	86149	59866
590	86290	59716
591	86424	59562
592	86573	59419
593	86770	59307
594	86909	59156
595	87052	59008
596	87193	58859
597	87337	58711
598	87480	58563
599	87609	58406
600	87757	58261
601	87951	58147
602	88085	57993
603	88238	57851
604	88365	57693
605	88503	57541
606	88641	57390
607	88755	57223
608	88892	57071
609	89023	56916
610	89151	56759
611	89295	56612
612	89466	56481
613	89626	56344
614	89770	56197
615	89911	56048
616	90048	55897
617	90222	55768
618	90400	55642
619	90557	55503
620	90691	55349
621	90843	55207
622	90985	55058
623	91320	55026
624	91486	54891
625	91633	54746
626	91806	54615
627	91978	54484
628	92144	54348
629	92361	54244
630	92512	54100
631	92645	53945
632	92791	53798
633	92926	53644
634	93060	53491
635	93193	53337
636	93322	53180
637	93499	53051
638	93644	52904
639	93783	52753
640	93929	52606
641	94089	52467
642	94228	52316
643	94370	52167
644	94547	52037
645	94689	51888
646	94810	51728
647	94953	51579
648	95088	51426
649	95219	51272
650	95367	51126
651	95498	50971
652	95678	50842
653	95820	50694
654	95960	50544
655	96084	50385
656	96196	50221
657	96332	50069
658	96463	49915
659	96646	49787
660	96846	49668
661	96990	49520
662	97131	49371
663	97282	49227
664	97431	49081
665	97569	48931
666	97726	48790
667	97926	48670
668	98047	48510
669	98156	48345
670	98292	48193
671	98439	48048
672	98579	47898
673	98718	47748
674	98860	47599
675	99061	47479
676	99196	47327
677	99341	47179
678	99483	47031
679	99622	46881
680	99755	46728
681	99885	46574
682	100032	46428
683	100223	46301
684	100361	46151
685	100510	46006
686	100644	45854
687	100798	45711
688	100940	45562
689	101073	45409
690	101286	45293
691	101420	45141
692	101556	44989
693	101692	44838
694	101833	44689
695	101978	44542
696	102121	44394
697	102324	44272
698	102484	44131
699	102620	43980
700	102762	43831
701	102913	43687
702	103064	43542
703	103204	43392
704	103333	43238
705	103541	43118
706	103694	42973
707	103818	42817
708	103966	42671
709	104114	42525
710	104263	42380
711	104424	42239
712	104619	42111
713	104765	41964
714	104912	41818
715	105064	41673
716	105155	41504
717	105301	41358
718	105445	41210
719	105528	41038
720	105712	40906
721	105813	40742
722	105946	40590
723	106086	40441
724	106237	40297
725	106386	40151
726	106532	40004
727	106683	39859
728	106892	39736
729	107015	39580
730	107157	39432
731	107308	39287
732	107398	39120
733	107543	38973
734	107686	38825
735	107823	38675
736	107995	38538
737	108151	38395
738	108272	38239
739	108366	38074
740	108503	37924
741	108645	37776
742	108798	37632
743	108883	37465
744	109058	37328
745	109182	37174
746	109292	37015
747	109404	36858
748	109569	36718
749	109697	36565
750	109833	36416
751	109938	36256
752	110144	36129
753	110312	35990
754	110456	35843
755	110605	35698
756	110755	35552
757	110909	35409
758	111050	35260
759	111258	35134
760	111398	34986
761	111546	34840
762	111679	34689
763	111820	34541
764	111968	34395
765	112107	34246
766	112312	34118
767	112490	33981
768	112649	33838
769	112796	33692
770	112937	33544
771	113070	33393
772	113205	33244
773	113357	33099
774	113697	33009
775	113853	32864
776	114003	32719
777	114132	32567
778	114308	32428
779	114440	32278
780	114596	32134
781	114797	32002
782	114940	31854
783	115034	31693
784	115170	31543
785	115313	31395
786	115412	31236
787	115557	31089
788	115698	30940
789	115908	30811
790	116063	30666
791	116195	30515
792	116354	30372
793	116488	30222
794	116619	30071
795	116747	29920
796	116902	29775
797	117105	29643
798	117241	29493
799	117375	29343
800	117511	29194
801	117650	29045
802	117763	28890
803	117907	28743
804	118050	28596
805	118261	28465
806	118386	28313
807	118521	28163
808	118656	28014
809	118794	27865
810	118927	27715
811	119074	27569
812	119282	27436
813	119442	27292
814	119591	27146
815	119742	27000
816	119893	26854
817	120028	26705
818	120153	26553
819	120317	26411
820	120533	26279
821	120674	26131
822	120825	25985
823	120987	25841
824	121137	25695
825	121270	25546
826	121458	25407
827	121656	25271
828	121796	25123
829	121947	24977
830	122104	24832
831	122244	24683
832	122376	24533
833	122511	24384
834	122725	24251
835	122864	24102
836	122992	23952
837	123133	23803
838	123275	23655
839	123411	23507
840	123556	23359
841	123699	23211
842	123883	23071
843	124014	22922
844	124150	22773
845	124293	22625
846	124425	22475
847	124568	22328
848	124713	22181
849	124934	22047
850	125074	21899
851	125199	21748
852	125336	21599
853	125457	21448
854	125599	21300
855	125755	21155
856	125925	21012
857	126155	20878
858	126310	20733
859	126460	20586
860	126611	20440
861	126768	20294
862	126899	20145
863	127042	19997
864	127251	19860
865	127389	19711
866	127540	19565
867	127682	19417
868	127824	19269
869	127954	19119
870	128076	18968
871	128273	18829
872	128425	18682
873	128572	18535
874	128728	18389
875	128864	18241
876	129002	18092
877	129138	17944
878	129287	17797
879	129481	17656
880	129627	17509
881	129779	17362
882	129923	17215
883	130055	17066
884	130194	16917
885	130342	16770
886	130694	16649
887	130844	16502
888	130987	16355
889	131133	16207
890	131274	16059
891	131383	15907
892	131527	15759
893	131660	15610
894	131863	15470
895	132035	15325
896	132166	15176
897	132294	15026
898	132426	14877
899	132574	14730
900	132707	14581
901	132884	14437
902	133088	14296
903	133214	14146
904	133334	13996
905	133461	13847
906	133603	13699
907	133744	13551
908	133887	13403
909	134102	13262
910	134257	13116
911	134375	12966
912	134507	12817
913	134661	12670
914	134766	12519
915	134902	12370
916	135045	12223
917	135261	12082
918	135410	11934
919	135563	11788
920	135699	11639
921	135824	11490
922	135967	11342
923	136110	11195
924	136278	11049
925	136493	10907
926	136637	10760
927	136771	10611
928	136909	10463
929	137032	10314
930	137159	10165
931	137293	10017
932	137452	9870
933	137669	9728
934	137828	9581
935	137975	9434
936	138131	9287
937	138277	9139
938	138452	8994
939	138688	8852
940	138841	8705
941	138988	8557
942	139136	8410
943	139267	8261
944	139406	8113
945	139538	7965
946	139676	7817
947	139907	7674
948	140059	7526
949	140214	7379
950	140353	7231
951	140497	7083
952	140634	6935
953	140766	6787
954	140958	6642
955	141081	6493
956	141213	6345
957	141349	6196
958	141485	6048
959	141623	5900
960	141762	5753
961	141895	5605
962	142103	5459
963	142244	5312
964	142379	5164
965	142525	5016
966	142658	4868
967	142794	4720
968	142929	4572
969	143056	4424
970	143273	4279
971	143412	4131
972	143547	3983
973	143681	3835
974	143824	3687
975	143962	3540
976	144099	3392
977	144308	3246
978	144457	3098
979	144600	2951
980	144729	2803
981	144868	2655
982	144997	2507
983	145120	2359
984	145254	2211
985	145464	2065
986	145607	1917
987	145749	1770
988	145914	1622
989	146053	1475
990	146192	1327
991	146323	1180
992	146478	1032
993	146690	885
994	146837	737
995	146970	590
996	147101	442
997	147240	295
998	147385	147
999	147512	0
