iter	Passed	Remaining
0	6023	6017323
1	11927	5951665
2	17181	5710059
3	23212	5779992
4	29099	5790848
5	34842	5772318
6	40406	5731975
7	46066	5712237
8	51695	5692297
9	57693	5711646
10	63645	5722352
11	70060	5768281
12	75964	5767494
13	82325	5798036
14	88023	5780207
