iter	RMSE
162	4.792394107
163	4.791029194
164	4.790117186
165	4.788785767
166	4.787666692
167	4.786464184
168	4.785000985
169	4.783517977
170	4.782733472
171	4.781800201
172	4.781482076
173	4.780513521
174	4.779717919
175	4.779472927
176	4.778387894
177	4.777307934
178	4.775934082
179	4.774868402
180	4.774132036
181	4.772753954
182	4.772010776
183	4.77188436
184	4.771240766
185	4.770572086
186	4.769377969
187	4.768617238
188	4.767584107
189	4.766198377
190	4.764929876
191	4.762759131
192	4.761566903
193	4.76126653
194	4.760653263
195	4.759459175
196	4.759210424
197	4.757861964
198	4.756799912
199	4.756516092
200	4.75510238
201	4.754294903
202	4.753295312
203	4.752369812
204	4.751756054
205	4.750666529
206	4.749525462
207	4.748183594
208	4.74723972
209	4.746166982
210	4.744753595
211	4.743752681
212	4.743035527
213	4.742402334
214	4.742036265
215	4.741234814
216	4.740681155
217	4.739494558
218	4.738546654
219	4.737367919
220	4.736157447
221	4.735347537
222	4.734888299
223	4.73413374
224	4.733094238
225	4.732586998
226	4.731780538
227	4.730853719
228	4.73019271
229	4.729223603
230	4.728139632
231	4.727356527
232	4.726621498
233	4.725511465
234	4.724330176
235	4.723303388
236	4.722295475
237	4.722168933
238	4.721121795
239	4.720300506
240	4.719550313
241	4.718703471
242	4.7186646
243	4.718629446
244	4.717897415
245	4.717213762
246	4.716942555
247	4.715925165
248	4.715243909
249	4.714565488
250	4.71451699
251	4.713833875
252	4.713473108
253	4.71276106
254	4.712204616
255	4.711165365
256	4.710213497
257	4.709114978
258	4.708313942
259	4.707721088
260	4.707194714
261	4.706627246
262	4.705818459
263	4.70578451
264	4.705113686
265	4.704476571
266	4.704006378
267	4.702558414
268	4.7018066
269	4.701145578
270	4.700646624
271	4.699913921
272	4.699403282
273	4.69901567
274	4.698292411
275	4.697875752
276	4.697859925
277	4.697067488
278	4.696662516
279	4.696121235
280	4.695992562
281	4.695175338
282	4.695127845
283	4.69463836
284	4.693937459
285	4.693157632
286	4.692847096
287	4.692098499
288	4.691624366
289	4.69151938
290	4.691432913
291	4.690841085
292	4.689722541
293	4.689148425
294	4.688969308
295	4.688271152
296	4.68724884
297	4.68628952
298	4.685741964
299	4.685120126
300	4.683874612
301	4.683245995
302	4.682652996
303	4.682054929
304	4.681357798
305	4.680405546
306	4.679979952
307	4.679195189
308	4.67845898
309	4.677563636
310	4.676764785
311	4.676179368
312	4.675586175
313	4.674997529
314	4.674181954
315	4.673335952
316	4.673323043
317	4.672728021
318	4.672087427
319	4.671985005
320	4.6719731
321	4.671659218
322	4.670839529
323	4.670555109
324	4.669968613
325	4.669551343
326	4.669055865
327	4.668764291
328	4.668254823
329	4.66751771
330	4.666796522
331	4.665900211
332	4.665821642
333	4.664344316
334	4.663799993
335	4.662903179
336	4.662231653
337	4.66196522
338	4.66133955
339	4.660459928
340	4.660190622
341	4.65941299
342	4.658811351
343	4.658175074
344	4.657927606
345	4.657415257
346	4.656906879
347	4.656217852
348	4.655613567
349	4.654632278
350	4.654212482
351	4.653556964
352	4.652643115
353	4.651765788
354	4.650851294
355	4.650400651
356	4.64980644
357	4.648376994
358	4.647676661
359	4.647032165
360	4.64634064
361	4.645692559
362	4.644748353
363	4.644177058
364	4.643699492
365	4.643414626
366	4.642566629
367	4.641979368
368	4.641531748
369	4.640681623
370	4.64004507
371	4.640036262
372	4.639188485
373	4.638036664
374	4.637299072
375	4.637018568
376	4.636232669
377	4.635632901
378	4.634978566
379	4.634567083
380	4.634011878
381	4.633424606
382	4.632902771
383	4.63200419
384	4.631282025
385	4.630640016
386	4.629738275
387	4.628737016
388	4.628292153
389	4.627574803
390	4.627087049
391	4.626208721
392	4.625687688
393	4.624901823
394	4.624580176
395	4.624129551
396	4.623600434
397	4.623053155
398	4.622695786
399	4.622050873
400	4.622020023
401	4.62163422
402	4.621559189
403	4.621005183
404	4.620340109
405	4.619859907
406	4.619200748
407	4.618570588
408	4.618541885
409	4.618018087
410	4.617682905
411	4.617194033
412	4.616829325
413	4.616089249
414	4.615435373
415	4.614906533
416	4.61422823
417	4.613750607
418	4.61332025
419	4.612499834
420	4.611554339
421	4.610949434
422	4.610308883
423	4.609231034
424	4.608659852
425	4.6080682
426	4.607370851
427	4.606622488
428	4.605900328
429	4.605040145
430	4.603900567
431	4.603123822
432	4.603114106
433	4.602616182
434	4.602334643
435	4.601692438
436	4.601109702
437	4.600620034
438	4.600336357
439	4.59995855
440	4.599241566
441	4.598630505
442	4.59816582
443	4.597266238
444	4.597037499
445	4.596023881
446	4.596007706
447	4.595665459
448	4.595045143
449	4.594662252
450	4.594265174
451	4.594251617
452	4.593985531
453	4.593414548
454	4.592801561
455	4.592167928
456	4.592024644
457	4.591553072
458	4.590889926
459	4.59026973
460	4.589623505
461	4.589024155
462	4.58829291
463	4.587955022
464	4.587419625
465	4.586887575
466	4.586610923
467	4.586247475
468	4.585774011
469	4.585090825
470	4.585078664
471	4.584537116
472	4.584179957
473	4.583706436
474	4.583180764
475	4.582558927
476	4.581836005
477	4.581442965
478	4.580877262
479	4.580223682
480	4.579405127
481	4.578773787
482	4.578717666
483	4.578118218
484	4.577648198
485	4.577159257
486	4.576506104
487	4.576055046
488	4.575416211
489	4.575025273
490	4.574624367
491	4.57396747
492	4.573925997
493	4.57364357
494	4.573272784
495	4.57252292
496	4.572081883
497	4.571515075
498	4.570747642
499	4.570365941
500	4.570136376
501	4.569629734
502	4.569077857
503	4.568480928
504	4.56780736
505	4.567640357
506	4.567139621
507	4.56651079
508	4.566396004
509	4.565719161
510	4.565357081
511	4.564731044
512	4.564083919
513	4.563612303
514	4.562946067
515	4.562492543
516	4.562026692
517	4.561363838
518	4.560538183
519	4.559980037
520	4.559700152
521	4.559098175
522	4.558703758
523	4.557834153
524	4.55745047
525	4.55686189
526	4.556659877
527	4.556399143
528	4.555356913
529	4.554972229
530	4.554522054
531	4.554053441
532	4.553708614
533	4.55340349
534	4.552862575
535	4.552262562
536	4.551870555
537	4.551123342
538	4.550882509
539	4.550201709
540	4.550039039
541	4.549660369
542	4.54905302
543	4.548620477
544	4.54821994
545	4.547696014
546	4.547234953
547	4.546771215
548	4.546006188
549	4.545804228
550	4.545305554
551	4.544945057
552	4.544481935
553	4.54408311
554	4.543637097
555	4.543229454
556	4.542102971
557	4.541433634
558	4.541291437
559	4.540983437
560	4.540731996
561	4.540261951
562	4.540255032
563	4.539863808
564	4.539833784
565	4.539496051
566	4.53914526
567	4.538579628
