iter	RMSE
622	4.497908294
623	4.497393563
624	4.49738669
625	4.496815791
626	4.496438594
627	4.495906079
628	4.494746683
629	4.494233896
630	4.493951717
631	4.493634737
632	4.493205115
633	4.492673559
634	4.492105008
635	4.491656228
636	4.491283724
637	4.490789802
638	4.490213135
639	4.489690263
640	4.489261634
641	4.488668645
642	4.488159806
643	4.487660906
644	4.487654723
645	4.487183859
646	4.486784012
647	4.486431043
648	4.486060634
649	4.485642799
650	4.485070527
651	4.485065077
652	4.485060748
653	4.484471112
654	4.483692413
655	4.482940672
656	4.482343245
657	4.482168168
658	4.48205536
659	4.481685322
660	4.481207916
661	4.480744956
662	4.48010248
663	4.479587349
664	4.47907115
665	4.478694735
666	4.477978897
667	4.477411685
668	4.476878118
669	4.476357952
670	4.476355069
671	4.475876129
672	4.475213664
673	4.474752582
674	4.474008454
675	4.473511633
676	4.473201278
677	4.472855175
678	4.472296349
679	4.471827346
680	4.471517991
681	4.470930956
682	4.47029609
683	4.469850623
684	4.469200252
685	4.468629957
686	4.468247352
687	4.467606037
688	4.467600514
689	4.467412141
690	4.467062225
691	4.466585476
692	4.466055322
693	4.465606075
694	4.465157106
695	4.464553378
696	4.464073417
697	4.463636166
698	4.463130589
699	4.462810519
700	4.462166925
701	4.461589401
702	4.461064351
703	4.460588529
704	4.460134388
705	4.459688746
706	4.459102305
707	4.458770316
708	4.458437262
709	4.457848875
710	4.457322164
711	4.455759235
712	4.455494482
713	4.455167364
714	4.454619089
715	4.454612789
716	4.454282236
717	4.453769307
718	4.453375382
719	4.452930025
720	4.452320403
721	4.451741927
722	4.451308028
723	4.451062877
724	4.450770044
725	4.45050931
726	4.450286635
727	4.449983623
728	4.4494874
729	4.448953503
730	4.448703012
731	4.448437125
732	4.447988486
733	4.447455045
734	4.447097997
735	4.446466108
736	4.446270254
737	4.445786812
738	4.445449023
739	4.44501921
740	4.444597583
741	4.444005164
742	4.443999261
743	4.443405519
744	4.442993969
745	4.4424314
746	4.442123421
747	4.441469771
748	4.440762546
749	4.440237692
750	4.439750241
751	4.439466668
752	4.439180138
753	4.439173777
754	4.439012365
755	4.438804269
756	4.438210757
757	4.437832262
758	4.437547637
