iter	Passed	Remaining
387	35605	56161
388	35693	56063
389	35785	55972
390	35869	55868
391	35957	55771
392	36048	55677
393	36140	55587
394	36232	55495
395	36325	55405
396	36397	55284
397	36497	55204
398	36588	55111
399	36671	55007
400	36763	54916
401	36861	54833
402	36954	54744
403	37042	54646
404	37138	54561
405	37229	54468
406	37313	54366
407	37399	54265
408	37493	54177
409	37586	54087
410	37675	53992
411	37784	53924
412	37888	53851
413	37987	53769
414	38089	53692
415	38186	53607
416	38288	53530
417	38384	53444
418	38482	53361
419	38570	53264
420	38663	53173
421	38757	53084
422	38846	52989
423	38938	52897
424	39024	52797
425	39119	52710
426	39208	52614
427	39299	52522
428	39390	52428
429	39483	52338
430	39567	52236
431	39656	52140
432	39750	52051
433	39834	51950
434	39923	51854
435	40003	51747
436	40092	51652
437	40180	51555
438	40266	51456
439	40359	51367
440	40447	51270
441	40542	51182
442	40633	51090
443	40731	51006
444	40818	50907
445	40909	50815
446	40982	50701
447	41068	50602
448	41158	50508
449	41247	50413
450	41339	50322
451	41418	50215
452	41507	50119
453	41595	50023
454	41682	49926
455	41778	49841
456	41866	49745
457	41959	49654
458	42043	49554
459	42132	49459
460	42223	49368
461	42310	49270
462	42403	49180
463	42498	49093
464	42600	49013
465	42702	48933
466	42808	48858
467	42915	48784
468	43012	48698
469	43114	48618
470	43208	48528
471	43304	48441
472	43384	48337
473	43472	48242
474	43566	48151
475	43651	48053
476	43749	47968
477	43841	47877
478	43930	47782
479	44021	47689
480	44109	47594
481	44201	47502
482	44284	47401
483	44379	47313
484	44469	47220
485	44556	47123
486	44644	47028
487	44736	46936
488	44828	46845
489	44915	46748
490	45006	46656
491	45091	46558
492	45183	46466
493	45273	46372
494	45365	46282
495	45456	46189
496	45544	46094
497	45635	46001
498	45721	45904
499	45815	45815
500	45907	45724
501	45999	45632
502	46091	45541
503	46184	45451
504	46273	45357
505	46356	45257
506	46447	45165
507	46546	45080
508	46631	44982
509	46723	44890
510	46806	44791
511	46891	44693
512	46977	44596
513	47064	44500
514	47152	44405
515	47244	44314
516	47346	44232
517	47445	44148
518	47543	44062
519	47645	43980
520	47746	43897
521	47845	43812
522	47938	43721
523	48037	43637
524	48130	43546
525	48224	43457
526	48316	43365
527	48405	43271
528	48497	43179
529	48589	43089
530	48683	42999
531	48781	42912
532	48874	42822
533	48962	42727
534	49048	42630
535	49129	42530
536	49209	42428
537	49294	42330
538	49375	42230
539	49470	42141
540	49562	42050
541	49650	41955
542	49741	41863
543	49832	41770
544	49922	41678
545	50012	41585
546	50103	41493
547	50191	41399
548	50278	41303
549	50370	41212
550	50462	41120
551	50547	41023
552	50637	40931
553	50732	40842
554	50819	40746
555	50909	40654
556	51006	40566
557	51108	40484
558	51198	40391
559	51280	40292
560	51369	40198
561	51469	40113
562	51568	40027
563	51654	39931
564	51750	39843
565	51840	39750
566	51927	39655
567	52018	39563
568	52119	39478
569	52217	39392
570	52314	39304
571	52411	39216
572	52508	39129
573	52601	39038
574	52701	38953
575	52803	38869
576	52892	38775
577	52974	38677
578	53061	38581
579	53147	38486
580	53233	38390
581	53325	38298
582	53415	38206
583	53504	38112
584	53597	38022
585	53692	37933
586	53784	37841
587	53872	37747
588	53975	37663
589	54070	37574
590	54157	37479
591	54227	37373
592	54304	37271
593	54385	37172
594	54460	37070
595	54549	36976
596	54640	36884
597	54734	36795
598	54824	36702
599	54918	36612
600	55003	36516
601	55093	36424
602	55165	36319
603	55259	36229
604	55350	36138
605	55442	36046
606	55535	35955
607	55624	35863
608	55721	35774
609	55808	35681
610	55898	35588
611	55996	35501
612	56080	35404
613	56171	35313
614	56257	35218
615	56347	35125
616	56434	35031
617	56529	34942
618	56616	34847
619	56713	34759
620	56803	34667
621	56899	34578
622	56988	34486
623	57094	34403
624	57187	34312
625	57286	34225
626	57384	34137
627	57482	34050
628	57578	33961
629	57675	33873
630	57761	33777
631	57850	33685
632	57937	33591
633	58028	33498
634	58121	33408
635	58207	33313
636	58295	33219
637	58385	33128
638	58476	33036
639	58567	32944
640	58661	32854
641	58752	32762
642	58842	32670
643	58933	32577
644	59016	32481
645	59101	32387
646	59195	32296
647	59285	32204
648	59378	32113
649	59470	32022
650	59562	31931
651	59653	31839
652	59745	31748
653	59838	31657
654	59926	31564
655	60016	31472
656	60107	31380
657	60192	31285
658	60276	31189
659	60368	31098
660	60459	31007
661	60548	30914
662	60637	30821
663	60734	30733
664	60827	30642
665	60911	30547
666	60998	30453
667	61089	30361
668	61184	30271
669	61278	30181
670	61363	30087
671	61455	29996
672	61543	29903
673	61644	29816
674	61742	29727
675	61838	29638
676	61934	29549
677	62032	29460
678	62130	29372
679	62228	29283
680	62322	29193
681	62423	29106
682	62514	29014
683	62602	28921
684	62693	28830
685	62786	28739
686	62875	28646
687	62960	28551
688	63041	28455
689	63125	28360
690	63215	28268
691	63303	28175
692	63393	28083
693	63487	27992
694	63577	27900
695	63675	27812
696	63768	27721
697	63858	27629
698	63956	27540
699	64042	27446
700	64131	27354
701	64227	27264
702	64316	27172
703	64408	27080
704	64497	26988
705	64583	26894
706	64677	26804
707	64763	26710
708	64850	26617
709	64939	26524
710	65033	26433
711	65118	26340
712	65208	26247
713	65288	26151
714	65379	26060
715	65453	25962
716	65548	25871
717	65639	25780
718	65728	25687
719	65816	25595
720	65906	25503
721	65996	25411
722	66093	25322
723	66184	25230
724	66277	25139
725	66370	25048
726	66473	24961
727	66577	24875
728	66681	24788
729	66793	24704
730	66884	24612
731	66982	24523
732	67088	24437
733	67194	24351
734	67285	24259
735	67376	24167
736	67465	24075
737	67562	23985
738	67663	23897
739	67750	23804
740	67839	23711
741	67931	23620
742	68011	23524
743	68094	23430
744	68182	23337
745	68272	23245
746	68356	23151
747	68445	23059
748	68533	22966
749	68627	22875
750	68716	22783
751	68805	22691
752	68891	22597
753	68972	22502
754	69061	22410
755	69146	22317
756	69237	22225
757	69326	22133
758	69412	22040
