iter	RMSE
212	4.740250921
213	4.739414228
214	4.738852192
215	4.737922255
216	4.737337543
217	4.73622509
218	4.735488569
219	4.734754637
220	4.733734423
221	4.733142943
222	4.732380912
223	4.731534395
224	4.730976566
225	4.730115449
226	4.729379957
227	4.727837759
228	4.727711839
229	4.726995071
230	4.726381913
231	4.725498866
232	4.724911156
233	4.723854634
234	4.723018115
235	4.721953536
236	4.721251995
237	4.720552851
238	4.719665386
239	4.71835047
240	4.717343713
241	4.716685722
242	4.716209528
243	4.7155642
244	4.715014579
245	4.714518185
246	4.713657636
247	4.713526003
248	4.712590772
249	4.711930189
250	4.711047836
251	4.71049357
252	4.709644453
253	4.709145329
254	4.708610749
255	4.707764079
256	4.70736457
257	4.706420416
258	4.705540282
259	4.70546504
260	4.704798424
261	4.704278012
262	4.70354576
263	4.702764357
264	4.702530605
265	4.701910853
266	4.701122567
267	4.70006965
268	4.699453221
269	4.698668898
270	4.697664477
271	4.696803586
272	4.696683204
273	4.696005022
274	4.695479543
275	4.694622816
276	4.694138297
277	4.693521526
278	4.693030351
279	4.692302714
280	4.691296746
281	4.690123775
282	4.68938369
283	4.688666733
284	4.687890273
285	4.68706662
286	4.686330602
287	4.686293559
288	4.686139618
289	4.685517397
290	4.685014546
291	4.684548093
292	4.683370118
293	4.682687098
294	4.682181845
295	4.68164092
296	4.681221151
297	4.681195194
298	4.680541495
299	4.67965398
300	4.6794947
301	4.678981946
302	4.678543983
303	4.677729046
304	4.677710568
305	4.67691409
306	4.676536619
307	4.676142043
308	4.67527722
309	4.674645158
310	4.673876659
311	4.673015862
312	4.672433411
313	4.671585935
314	4.67073241
315	4.670136425
316	4.669440895
317	4.668886813
318	4.667833291
319	4.66718249
320	4.666508917
321	4.665519934
322	4.664732182
323	4.66395931
324	4.663181695
325	4.662814022
326	4.661994579
327	4.661257091
328	4.660266175
329	4.659576898
330	4.65830457
331	4.657612
332	4.656922059
333	4.656476805
334	4.655833466
335	4.655149701
336	4.65468014
337	4.654063293
338	4.653483331
339	4.652949493
340	4.65216553
341	4.651648723
342	4.650976567
343	4.650511004
344	4.64999297
345	4.649366707
346	4.648794043
347	4.648266981
348	4.647512396
349	4.646914734
350	4.646266201
351	4.645401618
352	4.644716872
353	4.64406115
354	4.642980508
355	4.642565594
356	4.642492593
357	4.64202487
358	4.641586229
359	4.641249866
360	4.640553309
361	4.64039006
362	4.640050041
363	4.639626691
364	4.639375606
365	4.638713345
366	4.638309834
367	4.637267693
368	4.636992397
369	4.636460994
370	4.635952904
371	4.635468831
372	4.634792646
373	4.634103088
374	4.633679223
375	4.633295599
376	4.632632782
377	4.632304135
378	4.63199632
379	4.631476334
380	4.630999325
381	4.630401177
382	4.629750626
383	4.629055765
384	4.628219262
385	4.627897179
386	4.627583024
387	4.627067135
388	4.626462284
389	4.625963056
390	4.62547339
391	4.625131755
392	4.624421101
393	4.62386062
394	4.623159434
395	4.622509406
396	4.621768637
397	4.620986662
398	4.620351271
399	4.619742307
400	4.619121606
401	4.618498912
402	4.61786866
403	4.617006836
404	4.616490375
405	4.616048675
406	4.61560279
407	4.61507382
408	4.614113502
409	4.613528169
410	4.612969729
411	4.612439296
412	4.611925777
413	4.611145945
414	4.610159844
415	4.609372296
416	4.608619442
417	4.608497159
418	4.607609208
419	4.607383373
420	4.606633831
421	4.606142617
422	4.605690945
423	4.605116313
424	4.604728118
425	4.604397043
426	4.603847994
427	4.603273227
428	4.602443411
429	4.601677348
430	4.601074798
431	4.600751632
432	4.600308893
433	4.599643457
434	4.599417422
435	4.599007525
436	4.598529114
437	4.597642973
438	4.597242686
439	4.596717832
440	4.596057157
441	4.595019373
442	4.594519451
443	4.593805882
444	4.593451477
445	4.592505614
446	4.592012463
447	4.591503938
448	4.590936585
449	4.590919315
450	4.590353083
451	4.589857932
452	4.589207866
453	4.588758957
454	4.58845806
455	4.588125778
456	4.587959306
457	4.587942325
458	4.587006532
459	4.586336991
460	4.58589695
461	4.585404332
462	4.584775748
463	4.58438719
464	4.583753498
465	4.58340998
466	4.582845513
467	4.582501548
468	4.58185915
469	4.580966324
470	4.580232683
471	4.579905597
472	4.579679992
473	4.579346313
474	4.578674685
475	4.578277341
476	4.577654421
477	4.577027726
478	4.576158129
479	4.575874555
480	4.575508986
481	4.574964197
482	4.57457493
483	4.574020365
484	4.573252299
485	4.572755546
486	4.572456031
487	4.572079542
488	4.571739859
489	4.570873456
490	4.570572752
491	4.570548126
492	4.569500961
493	4.569013118
494	4.568520062
495	4.568031376
496	4.567537162
497	4.566838521
498	4.56673242
499	4.56647837
500	4.56615755
501	4.565608123
502	4.565298721
503	4.56440384
504	4.564121254
505	4.563504373
506	4.562943967
507	4.562465024
508	4.562077621
509	4.561664014
510	4.560672359
511	4.559860168
512	4.559389147
513	4.558588621
514	4.55780923
515	4.557669335
516	4.55700195
517	4.556375388
518	4.555398431
519	4.555139454
520	4.554344064
521	4.55374335
522	4.55321008
523	4.552688477
524	4.55267948
525	4.551969201
526	4.551441962
527	4.551045562
528	4.550066249
529	4.549440521
530	4.549031831
531	4.548452455
532	4.547957126
533	4.547577526
534	4.54719985
535	4.546787166
536	4.546692202
537	4.545698762
538	4.545038975
539	4.544246904
540	4.543678068
541	4.543222754
542	4.542559361
543	4.541857776
544	4.541652542
545	4.541306056
546	4.540811507
547	4.54038296
548	4.540161208
549	4.539930892
550	4.539476974
551	4.539130873
552	4.538746614
553	4.538136377
554	4.53757923
555	4.537069872
556	4.536523938
557	4.536105383
558	4.535632339
559	4.53424661
560	4.533871919
561	4.533390726
562	4.532973978
563	4.532390704
564	4.531564538
565	4.53081305
566	4.530302396
567	4.529742772
568	4.528946981
569	4.528494545
570	4.52803841
571	4.527713975
572	4.52710638
573	4.526821952
574	4.526083041
575	4.525812356
576	4.525537016
577	4.524803785
578	4.524107157
579	4.523808363
580	4.523146584
581	4.5226258
582	4.521848525
583	4.521427744
584	4.521183443
585	4.521034223
586	4.52049557
587	4.51987316
588	4.519377914
589	4.518703739
590	4.518241329
591	4.517854472
592	4.517416923
593	4.516845394
594	4.516676115
595	4.516087519
596	4.515404396
597	4.514568942
598	4.51455795
599	4.514015138
600	4.51343377
601	4.513042133
602	4.511816256
603	4.511286244
604	4.510819831
605	4.510619048
606	4.510062042
607	4.509689619
608	4.509343773
609	4.508944259
610	4.508528091
611	4.508270562
612	4.507939888
613	4.507108687
614	4.506633621
615	4.506239618
616	4.505638352
617	4.50506024
618	4.504454149
619	4.503941615
620	4.503836655
621	4.503277117
622	4.502567256
623	4.502243926
624	4.501318977
625	4.500994633
626	4.500491263
627	4.500120896
628	4.499582914
629	4.499228035
630	4.49903381
631	4.498344543
632	4.497978422
633	4.497565266
634	4.497175123
635	4.496605136
636	4.496322925
637	4.495920153
638	4.495514808
639	4.494909067
640	4.494336704
641	4.493761545
642	4.493242643
643	4.492608179
644	4.492129453
645	4.491805888
646	4.491390012
647	4.490763185
648	4.490299044
649	4.489906397
650	4.489356025
651	4.489298046
652	4.488861076
653	4.488534977
654	4.488215917
655	4.487919906
656	4.487331024
657	4.486690136
658	4.486095036
659	4.485744567
660	4.485264988
661	4.485118949
662	4.484740678
663	4.48430756
664	4.484161103
665	4.483885664
666	4.483321836
667	4.48290381
668	4.482828735
669	4.482458741
670	4.482363046
671	4.481764869
672	4.481016452
673	4.480664853
674	4.480308947
675	4.480162689
676	4.479772908
677	4.479567092
678	4.478977541
679	4.478426293
680	4.478145893
681	4.477498747
682	4.477027428
683	4.476864801
684	4.476365375
685	4.47633781
686	4.476305678
687	4.476041399
688	4.475748635
689	4.474890025
690	4.474397689
691	4.473790212
692	4.473545842
693	4.47335156
694	4.47309164
695	4.472638701
696	4.472320958
697	4.471577876
698	4.471010081
699	4.470426306
700	4.469849925
701	4.469240013
702	4.468820731
703	4.468293473
704	4.467871151
705	4.467257622
706	4.466839203
707	4.466190571
708	4.465670025
709	4.465220318
710	4.464931681
711	4.464575604
712	4.464196361
713	4.463606117
714	4.463183632
715	4.462826163
716	4.462360051
717	4.462037426
718	4.461695727
719	4.461641121
720	4.461206155
721	4.460786352
722	4.460272705
723	4.460060191
724	4.45966759
725	4.458967486
726	4.458577047
727	4.458067124
728	4.45804679
729	4.457277469
730	4.456973872
731	4.456734332
732	4.456439278
733	4.455923442
734	4.455451923
735	4.455064614
736	4.454757958
737	4.454491874
738	4.453894563
739	4.453399398
740	4.452858585
741	4.452623521
742	4.452276474
743	4.452227731
744	4.451896932
745	4.451446911
746	4.451036437
747	4.450563807
748	4.450009365
749	4.449444065
750	4.449017361
751	4.448587722
752	4.448249835
753	4.447802837
754	4.447413336
755	4.446952881
756	4.446471559
757	4.446369519
758	4.445905444
759	4.445667084
760	4.44521241
761	4.444808275
762	4.444322775
763	4.444155697
764	4.444150391
765	4.443507565
766	4.443100661
767	4.44284929
768	4.44261985
769	4.442125049
770	4.441547925
771	4.441059875
772	4.440338591
773	4.439935649
774	4.439551157
775	4.439315013
776	4.439141758
777	4.438737638
778	4.438223734
779	4.437779797
780	4.437341734
781	4.437337255
782	4.436758035
783	4.436338676
784	4.43604331
785	4.435872182
786	4.435369767
787	4.435143072
788	4.434766828
789	4.434346326
790	4.434339035
791	4.434198468
792	4.43418987
793	4.433667649
794	4.433266314
795	4.432966156
796	4.43295513
797	4.432447203
798	4.432346063
799	4.431967574
800	4.431299513
801	4.430904978
802	4.430383528
803	4.429986051
804	4.429462385
805	4.429189579
806	4.428703214
807	4.428260708
808	4.42821358
809	4.427908433
810	4.42747786
811	4.427258198
