iter	Passed	Remaining
399	41650	62475
400	41765	62387
401	41871	62285
402	41980	62189
403	42082	62082
404	42177	61963
405	42277	61853
406	42369	61732
407	42474	61630
408	42585	61535
409	42694	61437
410	42813	61355
411	42911	61242
412	43019	61143
413	43124	61040
414	43239	60952
415	43345	60850
416	43446	60742
417	43531	60610
418	43630	60499
419	43744	60408
420	43857	60317
421	43965	60217
422	44059	60100
423	44162	59994
424	44258	59879
425	44359	59771
426	44468	59673
427	44576	59574
428	44679	59468
429	44790	59373
430	44893	59267
431	44994	59159
432	45099	59055
433	45200	58948
434	45281	58813
435	45385	58709
436	45498	58616
437	45603	58514
438	45694	58392
439	45797	58288
440	45902	58185
441	45999	58071
442	46102	57966
443	46205	57860
444	46305	57752
445	46405	57642
446	46500	57527
447	46605	57424
448	46707	57317
449	46805	57207
450	46905	57098
451	47004	56988
452	47105	56880
453	47203	56768
454	47306	56664
455	47409	56558
456	47508	56448
457	47601	56332
458	47698	56219
459	47808	56122
460	47908	56014
461	48011	55909
462	48115	55805
463	48223	55706
464	48331	55607
465	48424	55490
466	48534	55393
467	48643	55295
468	48750	55195
469	48851	55088
470	48934	54960
471	49034	54852
472	49130	54740
473	49233	54635
474	49349	54544
475	49447	54434
476	49549	54327
477	49662	54233
478	49768	54132
479	49865	54020
480	49962	53909
481	50077	53817
482	50186	53719
483	50275	53599
484	50380	53496
485	50485	53394
486	50575	53275
487	50669	53161
488	50766	53050
489	50872	52949
490	50972	52840
491	51060	52721
492	51173	52626
493	51280	52525
494	51383	52421
495	51479	52310
496	51580	52203
497	51678	52093
498	51787	51994
499	51881	51881
500	51969	51762
501	52080	51665
502	52174	51552
503	52277	51447
504	52393	51355
505	52513	51267
506	52620	51167
507	52717	51057
508	52820	50952
509	52928	50852
510	53041	50757
511	53163	50671
512	53273	50573
513	53390	50481
514	53494	50378
515	53604	50280
516	53712	50180
517	53815	50075
518	53905	49958
519	54007	49852
520	54107	49745
521	54212	49642
522	54320	49543
523	54427	49442
524	54536	49342
525	54639	49237
526	54743	49134
527	54838	49022
528	54954	48929
529	55062	48829
530	55184	48741
531	55289	48638
532	55397	48538
533	55504	48436
534	55616	48339
535	55734	48248
536	55822	48129
537	55930	48029
538	56043	47933
539	56150	47832
540	56252	47726
541	56356	47622
542	56479	47534
543	56578	47426
544	56684	47323
545	56806	47234
546	56908	47129
547	57000	47014
548	57072	46884
549	57164	46771
550	57272	46670
551	57370	46561
552	57466	46451
553	57575	46351
554	57691	46257
555	57805	46160
556	57926	46070
557	58089	46013
558	58206	45919
559	58307	45813
560	58409	45707
561	58498	45591
562	58610	45493
563	58722	45395
564	58816	45283
565	58890	45156
566	58999	45056
567	59097	44947
568	59191	44835
569	59296	44732
570	59402	44630
571	59501	44521
572	59615	44425
573	59719	44321
574	59824	44218
575	59919	44107
576	60009	43993
577	60111	43887
578	60207	43778
579	60303	43668
580	60408	43564
581	60501	43452
582	60602	43347
583	60708	43244
584	60816	43143
585	60918	43037
586	61014	42928
587	61116	42823
588	61218	42717
589	61328	42618
590	61433	42514
591	61529	42405
592	61637	42304
593	61736	42196
594	61825	42083
595	61920	41972
596	62019	41865
597	62124	41762
598	62218	41651
599	62323	41548
600	62454	41463
601	62558	41359
602	62681	41267
603	62801	41174
604	62907	41071
605	63006	40964
606	63108	40859
607	63218	40759
608	63322	40655
609	63429	40553
610	63532	40448
611	63634	40343
612	63744	40243
613	63860	40147
614	63987	40057
615	64101	39959
616	64213	39860
617	64329	39763
618	64451	39670
619	64569	39574
620	64685	39477
621	64793	39376
622	64913	39281
623	65030	39185
624	65152	39091
625	65267	38993
626	65378	38893
627	65491	38794
628	65608	38697
629	65734	38606
630	65829	38496
631	65944	38397
632	66055	38297
633	66169	38199
634	66289	38103
635	66397	38000
636	66509	37900
637	66616	37798
638	66732	37700
639	66843	37599
640	66956	37499
641	67065	37398
642	67179	37298
643	67295	37200
644	67410	37102
645	67534	37007
646	67651	36910
647	67775	36816
648	67894	36719
649	67998	36614
650	68117	36517
651	68215	36409
652	68319	36304
653	68419	36197
654	68521	36091
655	68621	35984
656	68722	35878
657	68824	35771
658	68920	35663
659	69020	35555
660	69131	35454
661	69232	35348
662	69334	35242
663	69427	35132
664	69522	35022
665	69619	34914
666	69725	34810
667	69834	34708
668	69943	34605
669	70023	34489
670	70107	34374
671	70210	34269
672	70306	34160
673	70413	34057
674	70504	33946
675	70600	33837
676	70700	33731
677	70786	33618
678	70876	33507
679	70980	33402
680	71077	33294
681	71175	33187
682	71268	33077
683	71351	32963
684	71455	32859
685	71539	32745
686	71605	32623
687	71702	32516
688	71798	32408
689	71891	32299
690	71995	32194
691	72102	32092
692	72210	31989
693	72317	31886
694	72432	31787
695	72542	31685
696	72658	31586
697	72769	31484
698	72870	31378
699	72966	31271
700	73069	31166
701	73166	31059
702	73272	30955
703	73378	30852
704	73472	30743
705	73574	30638
706	73681	30535
707	73792	30434
708	73889	30326
709	73985	30219
710	74081	30111
711	74182	30006
712	74281	29900
713	74377	29792
714	74481	29688
715	74583	29583
716	74684	29477
717	74785	29372
718	74887	29267
719	74979	29158
720	75077	29052
721	75183	28948
722	75275	28839
723	75369	28732
724	75469	28626
725	75571	28521
726	75681	28419
727	75781	28314
728	75875	28206
729	75973	28099
730	76071	27993
731	76174	27889
732	76269	27781
733	76374	27677
734	76477	27573
735	76576	27467
736	76665	27358
737	76780	27258
738	76883	27153
739	76990	27050
740	77103	26949
741	77208	26846
742	77329	26747
743	77427	26641
744	77518	26533
745	77620	26428
746	77726	26324
747	77829	26220
748	77932	26116
749	78035	26011
750	78134	25905
751	78232	25799
752	78334	25695
753	78434	25590
754	78529	25483
755	78634	25379
756	78735	25274
757	78831	25167
758	78935	25063
759	79035	24958
760	79129	24851
761	79229	24746
762	79328	24640
763	79427	24535
764	79525	24429
765	79629	24325
766	79733	24221
767	79834	24116
768	79936	24012
769	80033	23906
770	80129	23799
771	80232	23695
772	80329	23589
773	80425	23483
774	80519	23376
775	80605	23267
776	80704	23162
777	80805	23057
778	80906	22952
779	81002	22846
780	81101	22741
781	81185	22632
782	81272	22523
783	81370	22418
784	81469	22313
785	81566	22207
786	81685	22107
787	81794	22005
788	81899	21902
789	82010	21800
790	82108	21694
791	82217	21592
792	82292	21481
793	82395	21377
794	82497	21272
795	82594	21167
796	82691	21061
797	82798	20959
798	82879	20849
799	82974	20743
800	83071	20638
801	83169	20533
802	83268	20428
803	83367	20323
804	83472	20220
805	83579	20117
806	83687	20014
807	83796	19912
808	83888	19805
809	83989	19701
810	84092	19597
811	84193	19493
